2.8301462086118225,99.982,0.018000000000000002,r
3.010284133970174,99.993,0.006999999999999999,r
1.2862840036423355,99.98700000000001,0.001,r
2.2210311406795746,99.0,1.0,r
1.9929850716735702,99.0,1.0,r
2.0579561114043603,99.0,1.0,r
1.5980259955597893,98.0,1.0,r
1.7206162272245031,98.0,2.0,r
3.140157127622079,32.800000000000004,64.60000000000001,r
4.692377930379713,56.39999999999999,42.8,r
8.74865912013993,85.3,14.399999999999999,r
7.559067092994559,81.89999999999999,17.8,r
4.118928326140429,53.7,43.2,r
4.820526574101286,56.49999999999999,42.1,r
4.329978946757149,56.599999999999994,42.3,r
6.9078547955912635,80.7,18.4,r
8.085600696255844,82.39999999999999,16.900000000000002,r
4.482570273679972,56.699999999999996,42.4,r
4.735814866812068,57.099999999999994,41.199999999999996,r
5.396871067967904,65.7,32.5,r
1.9664636898917496,2.5,94.1,g
5.787311635881138,73.1,25.8,r
5.947566596802537,71.6,26.6,r
6.134745333212093,75.7,23.400000000000002,r
5.177303755248935,62.2,35.199999999999996,r
4.869381366523798,59.5,39.1,r
6.769849173324186,78.4,20.5,r
5.642434348686189,68.2,29.2,r
8.492831739849432,84.8,14.6,r
6.185611367654874,74.0,24.099999999999998,r
3.8341768386533643,46.400000000000006,46.300000000000004,r
3.3624262594859684,35.9,61.7,r
2.844548868724856,18.7,69.5,g
2.051220573558089,6.0,88.4,g
6.7778192640154895,78.2,20.9,r
4.858789358897911,60.9,37.3,r
9.579772910272661,86.3,13.4,r
8.805675487355632,83.5,16.400000000000002,r
7.7320191038889465,81.3,18.5,r
3.69898571423169,38.2,50.9,r
2.3746312346151175,9.1,80.30000000000001,g
3.992202170755088,48.0,46.300000000000004,r
1.8033103700944264,1.2,82.69999999999999,g
2.4675999516507905,13.200000000000001,79.0,g
9.531805126296048,85.5,14.499999999999998,r
4.224280010836792,51.6,45.4,r
2.2930689308263936,9.4,82.5,g
4.263488682454571,57.8,39.7,r
6.669727722196054,77.7,21.4,r
7.447554741221508,83.0,16.6,r
2.1508181266054436,5.1,89.0,g
2.07121059369431,4.7,88.8,g
8.432077597428279,82.5,17.299999999999997,r
3.8566816712385625,43.6,49.1,r
8.31555627317274,83.6,16.3,r
3.8002897415296872,45.6,47.3,r
1.6868970049306806,0.7000000000000001,69.69999999999999,g
5.3729102983914805,65.5,31.8,r
4.705922536714079,56.599999999999994,42.0,r
9.807878187193946,86.8,13.200000000000001,r
9.42127511069712,86.3,13.600000000000001,r
5.509567358471603,68.8,28.799999999999997,r
1.515167098890852,0.1,56.00000000000001,r
4.01748803584058,52.300000000000004,44.2,r
9.96383954165299,88.2,11.4,r
6.404033709199734,74.5,24.3,r
7.014664137952513,78.10000000000001,21.4,r
3.143946067685613,32.7,65.60000000000001,r
9.2155916294463,85.2,14.7,r
5.60001358271514,66.7,30.8,r
4.3442459873847685,55.400000000000006,42.9,r
6.808443433340256,77.3,21.9,r
9.574507952470231,86.3,13.3,r
7.277375863943857,83.1,16.2,r
5.92580980449889,69.19999999999999,28.9,r
2.4054491160460385,10.6,79.7,g
5.446714568063455,67.7,30.5,r
8.10040738507328,81.69999999999999,18.099999999999998,r
0.5299153597262508,0.0,44.4,r
7.300064626366002,82.1,17.5,r
8.326288655099578,83.7,16.0,r
4.849725620307372,58.8,39.300000000000004,r
3.870575773813015,42.4,51.800000000000004,r
